id,query,road,house_number,neighbourhood,city,county,state
1222000055,"47.4604,-122.339",4th Avenue Southwest,15836,Five Corners,NA,King County,Washington
6300000550,"47.7067,-122.343",Midvale Avenue North,10556,NA,Seattle,King County,Washington
2310030510,"47.354,-122.047",221st Avenue Southeast,27611,Elk Run,NA,King County,Washington
1025049114,"47.6647,-122.284",41st Avenue Northeast,4059,Laurelhurst,Seattle,King County,Washington
8677300550,"47.6143,-122.017",Northeast 5th Place,24295,NA,NA,King County,Washington
4014400292,"47.3185,-122.275",47th Court South,31705,NA,NA,King County,Washington
1102000196,"47.5458,-122.268",South Graham Street,5149,Brighton,Seattle,King County,Washington
257000138,"47.4889,-122.299",South 128th Street,2616,NA,NA,King County,Washington
46100204,"47.5673,-122.21",Ferncroft Road,NA,NA,NA,King County,Washington
1909600046,"47.5133,-122.379",37th Avenue Southwest,10010,Arroyo Heights,Seattle,King County,Washington
1250202145,"47.5884,-122.291",32nd Avenue South,1534,NA,Seattle,King County,Washington
7611200125,"47.7145,-122.367",Northwest 118th Street,817,NA,Seattle,King County,Washington
5611500140,"47.5836,-122.026",Southeast 28th Court,23417,NA,NA,King County,Washington
7138000260,"47.398,-122.299",South 227th Place,2640,Pacific Ridge,NA,King County,Washington
626059335,"47.7663,-122.215",Northeast 191st Street,9311,NA,NA,King County,Washington
1922059282,"47.3758,-122.217",East Chicago Street,1322,NA,NA,King County,Washington
705700390,"47.3828,-122.023",Southeast 245th Street,23844,Belmont Woods,NA,King County,Washington
7454001200,"47.5123,-122.373",32nd Place Southwest,10111,Arroyo Heights,Seattle,King County,Washington
8682281200,"47.7076,-122.013",Big Leaf Way NE,11956,NA,NA,King County,Washington
7972000200,"47.2922,-122.371",30th Avenue Southwest,34434,NA,NA,King County,Washington
722059070,"47.4075,-122.214",94th Place South,21648,NA,NA,King County,Washington
7202340400,"47.6794,-122.034",229th Drive Northeast,8632,NA,NA,King County,Washington
8096000060,"47.4497,-122.375",Southwest 172nd Street,3316,NA,NA,King County,Washington
2424000060,"47.5218,-122.164",132nd Place Southeast,9007,Olympus,NA,King County,Washington
9264902050,"47.3103,-122.339",Southwest 325th Place,229,Campus Landing Apartments,NA,King County,Washington
943100260,"47.5687,-121.899",Southeast 42nd Street,33097,NA,NA,King County,Washington
3677400445,"47.5575,-122.303",24th Avenue South,4921,NA,Seattle,King County,Washington
1762600320,"47.6489,-122.183",118th Avenue Northeast,4143,NA,NA,King County,Washington
4058000060,"47.3459,-121.95",296th Avenue Southeast,28425,NA,NA,King County,Washington
7228500560,"47.6136,-122.303",23rd Avenue,1419,NA,Seattle,King County,Washington
326069104,"47.7641,-122.023",Northeast 188th Street,23726,NA,NA,King County,Washington
5152100060,"47.3376,-122.324",South 295th Place,806,Marine Hills,NA,King County,Washington
3584000310,"47.3173,-122.319",South 317th Street,1035,NA,NA,King County,Washington
8150100045,"47.5308,-122.376",35th Avenue Southwest,7936,High Point,Seattle,King County,Washington
1868901275,"47.6727,-122.299",27th Avenue Northeast,6017,Ravenna,Seattle,King County,Washington
6131600075,"47.3221,-122.216",16th Street Northeast,1032,NA,NA,King County,Washington
9468200125,"47.6779,-122.353",Dayton Avenue North,6701,NA,Seattle,King County,Washington
8029510030,"47.3076,-122.395",49th Avenue Southwest,32830,Twin Lakes,NA,King County,Washington
2025069065,"47.6338,-122.072",East Lake Sammamish Trail,NA,NA,NA,King County,Washington
7899800890,"47.5218,-122.357",17th Avenue Southwest,9033,Highland Park,Seattle,King County,Washington
3021059276,"47.2785,-122.213",M Place Southeast,3307,NA,NA,King County,Washington
3797001895,"47.6846,-122.345",North 77th Street,949,NA,Seattle,King County,Washington
3832710960,"47.3656,-122.278",South 263rd Street,4424,NA,NA,King County,Washington
1310430400,"47.4369,-122.111",172nd Court Southeast,18416,NA,NA,King County,Washington
1422300030,"47.4616,-121.711",472nd Place Southeast,NA,NA,NA,King County,Washington
1105000588,"47.5405,-122.27",51st Avenue South,6903,Brighton,Seattle,King County,Washington
3830630060,"47.3507,-122.178",122nd Place Southeast,28015,NA,NA,King County,Washington
5101404898,"47.6979,-122.32",Northeast 95th Street,800,NA,Seattle,King County,Washington
7972601890,"47.5278,-122.345",8th Avenue Southwest,8414,Highland Park,Seattle,King County,Washington
5127001620,"47.4756,-122.147",Southeast 142nd Street,14506,NA,NA,King County,Washington
9407100800,"47.4437,-121.772",426th Avenue Southeast,17394,Wilderness Rim,NA,King County,Washington
1873100060,"47.7048,-122.109",Northeast 117th Street,17219,NA,NA,King County,Washington
8722101360,"47.6362,-122.302",23rd Avenue East,1822,Montlake,Seattle,King County,Washington
8644000060,"47.4207,-122.29",South 203rd Street,3410,NA,NA,King County,Washington
3325069129,"47.6154,-122.047",219th Avenue Northeast,696,NA,NA,King County,Washington
1400300055,"47.5964,-122.299",26th Avenue South,705,NA,Seattle,King County,Washington
2123039032,"47.4683,-122.438",Southwest Hawthorne Lane,8232,NA,NA,King County,Washington
8078560140,"47.4045,-122.171",127th Court Southeast,22020,Hillshire Terrace,NA,King County,Washington
3438500192,"47.5544,-122.358",19th Avenue Southwest,5248,NA,Seattle,King County,Washington
7974200510,"47.6802,-122.29",35th Avenue Northeast,7024,Wedgwood,Seattle,King County,Washington
2557000400,"47.2988,-122.371",27th Place Southwest,33745,Twin Lakes,NA,King County,Washington
7960900060,"47.6312,-122.223",88th Avenue Northeast,2246,NA,NA,King County,Washington
4054500390,"47.7285,-122.042",Tolt Pipeline Trail,NA,NA,NA,King County,Washington
6378500125,"47.7107,-122.352",Evanston Avenue North,11203,NA,Seattle,King County,Washington
1745100140,"47.3271,-122.323",8th Place South,30621,Puget Sound Hills,NA,King County,Washington
2976800796,"47.5053,-122.255",63rd Avenue South,10658,NA,Seattle,King County,Washington
4235400186,"47.6601,-122.4",West Government Way,3304,Lawton Park,Seattle,King County,Washington
4215100060,"47.4145,-122.166",Southeast 209th Court,13021,Shadow Run,NA,King County,Washington
9189700045,"47.4672,-122.165",Southeast 151st Street,13215,NA,NA,King County,Washington
1126049053,"47.7618,-122.261",62nd Avenue Northeast,18425,NA,NA,King County,Washington
2022069200,"47.3828,-122.071",Southeast 245th Street,20236,NA,NA,King County,Washington
9412900055,"47.5362,-122.268",Seward Park Avenue South,7323,Dunlap,Seattle,King County,Washington
1722059235,"47.3954,-122.206",100th Avenue Southeast,23028,NA,NA,King County,Washington
6874200960,"47.5048,-122.272",49th Avenue South,10908,NA,NA,King County,Washington
7424700045,"47.6166,-122.287",36th Avenue,1700,NA,Seattle,King County,Washington
7202360350,"47.6811,-122.025",236th Avenue Northeast,8925,NA,NA,King County,Washington
5634500392,"47.7486,-122.23",Northeast 166th Street,8227,NA,NA,King County,Washington
1509500060,"47.3846,-122.169",129th Avenue Southeast,24224,Kensington Heights,NA,King County,Washington
7214810350,"47.7564,-122.144",147th Avenue Northeast,NA,NA,NA,King County,Washington
6647200060,"47.7198,-122.193",111th Court Northeast,13240,NA,NA,King County,Washington
9552700140,"47.5461,-122.151",Southeast 63rd Street,14217,NA,Bellevue,King County,Washington
2200500350,"47.5712,-122.143",Southeast Newport Way,NA,NA,Bellevue,King County,Washington
6113400046,"47.4281,-122.343",Normandy Park Drive Southwest,19412,NA,NA,King County,Washington
6619910140,"47.7128,-122.223",89th Court Northeast,12519,NA,NA,King County,Washington
1115450240,"47.3341,-122.255",South 299th Street,6415,NA,NA,King County,Washington
6073240060,"47.5399,-122.181",119th Place Southeast,6933,NA,NA,King County,Washington
9297300045,"47.5717,-122.375",33rd Avenue Southwest,3608,NA,Seattle,King County,Washington
9510920070,"47.5951,-122.017",Southeast 16th Place,24132,NA,NA,King County,Washington
5468730030,"47.3536,-122.144",Southeast 276th Place,14675,NA,NA,King County,Washington
8079030390,"47.5084,-122.154",Northeast 18th Street,4809,NA,NA,King County,Washington
600000152,"47.5586,-122.311",17th Avenue South,4915,South Seattle,Seattle,King County,Washington
1840000030,"47.4427,-122.274",Military Road South,17904,NA,NA,King County,Washington
3225069065,"47.6053,-122.077",East Lake Sammamish Trail,NA,NA,NA,King County,Washington
3260800030,"47.3494,-122.301",26th Avenue South,28089,NA,NA,King County,Washington
2747100024,"47.6933,-122.393",28th Avenue Northwest,8811,Loyal Heights,Seattle,King County,Washington
5104530560,"47.3537,-122.0",256th Place Southeast,27669,NA,NA,King County,Washington
4330600350,"47.476,-122.337",Southwest 142nd Street,209,Highline,NA,King County,Washington
5016001535,"47.6239,-122.298",27th Avenue East,443,NA,Seattle,King County,Washington
7280300196,"47.7776,-122.384",Northwest 204th Street,2110,NA,Shoreline,King County,Washington
8651520400,"47.6459,-122.058",Northeast 42nd Street,21192,NA,NA,King County,Washington
7171200445,"47.6692,-122.297",28th Avenue Northeast,5520,Ravenna,Seattle,King County,Washington
3204800200,"47.5376,-122.18",Southeast 73rd Place,12001,NA,NA,King County,Washington
3416600800,"47.601,-122.294",30th Avenue South,119,NA,Seattle,King County,Washington
7994700030,"47.529,-121.837",Southeast 80th Street,37800,NA,NA,King County,Washington
1860600135,"47.6345,-122.367",West Blaine Street,709,Interbay,Seattle,King County,Washington
4139480200,"47.5503,-122.102",Southeast 58th Place,17724,NA,Bellevue,King County,Washington
4139480200,"47.5503,-122.102",Southeast 58th Place,17724,NA,Bellevue,King County,Washington
1328320800,"47.4441,-122.125",Southeast 176th Place,16207,Fairwood Greens,NA,King County,Washington
7771300125,"47.7357,-122.333",North 147th Street,2196,NA,Shoreline,King County,Washington
3422059208,"47.346,-122.157",138th Place Southeast,28506,NA,NA,King County,Washington
